ticker,window,window_description,start_date,end_date,strategy,final_value,total_return_pct,cagr_pct,max_drawdown_pct,volatility_pct,sharpe_ratio,calmar_ratio,number_of_buy_actions,average_buy_amount,cash_remaining,cash_usage_pct,worst_period,worst_period_return_pct,total_invested,parameter_set,sensitivity,min_multiplier,max_multiplier,target_weekly_vol,extreme_drawdown_cap,consecutive_decline_cap,combined_stress_cap
NVDA,major_drawdown_window,Detected window around the ticker's largest price drawdown.,2021-06-14,2023-04-10,risk_adjusted_candidate,11677.31,16.77,8.76,27.46,17.05,0.582,0.319,96,58.54,4374.88,56.25,2022-03-28 to 2022-04-25,-10.97,5625.12,s3_min0.3_max1.6_tv0.04_dd1_cd1.2_cs1.3,3.0,0.3,1.6,0.04,1.0,1.2,1.3
NVDA,high_volatility_window,Detected 104-week window around the highest 52-week realized volatility.,2022-02-28,2024-02-12,risk_adjusted_candidate,21203.14,112.03,46.15,10.98,19.13,2.103,4.201,103,62.11,3596.1,64.04,2023-08-28 to 2023-09-25,-6.7,6403.9,s3_min0.3_max1.6_tv0.04_dd1_cd1.2_cs1.3,3.0,0.3,1.6,0.04,1.0,1.2,1.3
MSFT,full_available,All local history available for this ticker.,2021-06-14,2026-06-05,risk_adjusted_candidate,14769.2,47.69,8.08,31.93,21.43,0.469,0.253,153,65.29,0.0,100.0,2026-01-05 to 2026-02-02,-16.3,10000.0,s3_min0.3_max1.6_tv0.04_dd1_cd1.2_cs1.3,3.0,0.3,1.6,0.04,1.0,1.2,1.3
MSFT,major_drawdown_window,Detected window around the ticker's largest price drawdown.,2021-06-14,2023-05-01,risk_adjusted_candidate,11049.28,10.49,5.38,19.22,17.5,0.388,0.28,99,94.2,665.17,93.35,2022-08-15 to 2022-09-12,-9.51,9334.83,s3_min0.3_max1.6_tv0.04_dd1_cd1.2_cs1.3,3.0,0.3,1.6,0.04,1.0,1.2,1.3
MSFT,high_volatility_window,Detected 104-week window around the highest 52-week realized volatility.,2022-05-02,2024-04-15,risk_adjusted_candidate,13039.48,30.39,14.34,6.57,11.4,1.244,2.182,103,92.1,504.51,94.95,2024-03-18 to 2024-04-15,-6.57,9495.49,s3_min0.3_max1.6_tv0.04_dd1_cd1.2_cs1.3,3.0,0.3,1.6,0.04,1.0,1.2,1.3
AAPL,full_available,All local history available for this ticker.,2021-06-14,2026-06-05,risk_adjusted_candidate,20058.67,100.59,14.88,26.3,22.9,0.723,0.566,151,66.16,0.0,100.0,2025-03-03 to 2025-03-31,-21.2,10000.0,s3_min0.3_max1.6_tv0.04_dd1_cd1.2_cs1.3,3.0,0.3,1.6,0.04,1.0,1.2,1.3
AAPL,major_drawdown_window,Detected window around the ticker's largest price drawdown.,2021-06-14,2023-07-03,risk_adjusted_candidate,12444.6,24.45,11.1,18.09,16.31,0.733,0.614,108,92.37,13.86,99.86,2022-11-28 to 2022-12-26,-9.44,9986.14,s3_min0.3_max1.6_tv0.04_dd1_cd1.2_cs1.3,3.0,0.3,1.6,0.04,1.0,1.2,1.3
AAPL,high_volatility_window,Detected 104-week window around the highest 52-week realized volatility.,2021-11-15,2023-10-30,risk_adjusted_candidate,10929.49,9.29,4.59,12.17,13.06,0.412,0.377,103,91.04,613.62,93.86,2023-08-28 to 2023-09-25,-8.41,9386.38,s3_min0.3_max1.6_tv0.04_dd1_cd1.2_cs1.3,3.0,0.3,1.6,0.04,1.0,1.2,1.3
ASML,full_available,All local history available for this ticker.,2021-06-14,2026-06-05,risk_adjusted_candidate,24320.07,143.2,19.37,44.2,30.62,0.735,0.438,188,53.14,0.0,100.0,2024-07-01 to 2024-07-29,-24.68,10000.0,s3_min0.3_max1.6_tv0.04_dd1_cd1.2_cs1.3,3.0,0.3,1.6,0.04,1.0,1.2,1.3
ASML,major_drawdown_window,Detected window around the ticker's largest price drawdown.,2021-06-14,2023-04-10,risk_adjusted_candidate,10094.65,0.95,0.51,23.13,17.03,0.113,0.022,96,66.73,3587.09,64.13,2022-08-01 to 2022-08-29,-7.9,6412.91,s3_min0.3_max1.6_tv0.04_dd1_cd1.2_cs1.3,3.0,0.3,1.6,0.04,1.0,1.2,1.3
ASML,high_volatility_window,Detected 104-week window around the highest 52-week realized volatility.,2022-01-17,2024-01-01,risk_adjusted_candidate,11125.98,11.26,5.53,15.15,14.93,0.438,0.365,103,75.39,2227.24,77.73,2023-07-10 to 2023-08-07,-7.69,7772.77,s3_min0.3_max1.6_tv0.04_dd1_cd1.2_cs1.3,3.0,0.3,1.6,0.04,1.0,1.2,1.3
KO,full_available,All local history available for this ticker.,2021-06-14,2026-06-05,risk_adjusted_candidate,13332.24,33.32,5.9,17.54,13.21,0.501,0.336,148,67.5,0.0,100.0,2024-10-14 to 2024-11-11,-12.35,10000.0,s3_min0.3_max1.6_tv0.04_dd1_cd1.2_cs1.3,3.0,0.3,1.6,0.04,1.0,1.2,1.3
KO,major_drawdown_window,Detected window around the ticker's largest price drawdown.,2021-11-15,2024-04-08,risk_adjusted_candidate,9547.45,-4.53,-1.89,16.68,9.77,-0.148,-0.113,126,79.29,0.0,100.0,2023-09-04 to 2023-10-02,-8.84,10000.0,s3_min0.3_max1.6_tv0.04_dd1_cd1.2_cs1.3,3.0,0.3,1.6,0.04,1.0,1.2,1.3
KO,high_volatility_window,Detected 104-week window around the highest 52-week realized volatility.,2021-11-15,2023-10-30,risk_adjusted_candidate,9295.32,-7.05,-3.62,16.68,9.56,-0.342,-0.217,103,96.92,7.69,99.92,2023-09-04 to 2023-10-02,-8.84,9992.31,s3_min0.3_max1.6_tv0.04_dd1_cd1.2_cs1.3,3.0,0.3,1.6,0.04,1.0,1.2,1.3
BYDDY,full_available,All local history available for this ticker.,2021-06-14,2026-06-05,risk_adjusted_candidate,11063.19,10.63,2.03,42.88,32.3,0.223,0.047,207,48.26,0.0,100.0,2025-05-19 to 2025-06-16,-18.53,10000.0,s3_min0.3_max1.6_tv0.04_dd1_cd1.2_cs1.3,3.0,0.3,1.6,0.04,1.0,1.2,1.3
BYDDY,major_drawdown_window,Detected window around the ticker's largest price drawdown.,2022-01-10,2023-05-22,risk_adjusted_candidate,9955.9,-0.44,-0.32,14.6,12.23,0.034,-0.022,72,65.18,5302.31,46.98,2022-08-01 to 2022-08-29,-7.21,4697.69,s3_min0.3_max1.6_tv0.04_dd1_cd1.2_cs1.3,3.0,0.3,1.6,0.04,1.0,1.2,1.3
BYDDY,high_volatility_window,Detected 104-week window around the highest 52-week realized volatility.,2022-01-17,2024-01-01,risk_adjusted_candidate,9172.33,-8.28,-4.27,16.43,14.89,-0.221,-0.26,103,66.59,3134.14,68.66,2023-11-13 to 2023-12-11,-11.28,6865.86,s3_min0.3_max1.6_tv0.04_dd1_cd1.2_cs1.3,3.0,0.3,1.6,0.04,1.0,1.2,1.3
NVDA,full_available,All local history available for this ticker.,2021-06-14,2026-06-05,risk_adjusted_candidate,73981.31,639.81,48.99,36.12,36.0,1.292,1.356,204,48.97,0.0,100.0,2024-07-08 to 2024-08-05,-18.95,10000.0,s3_min0.3_max1.6_tv0.04_dd1_cd1.2_cs1.5,3.0,0.3,1.6,0.04,1.0,1.2,1.5
NVDA,major_drawdown_window,Detected window around the ticker's largest price drawdown.,2021-06-14,2023-04-10,risk_adjusted_candidate,11677.31,16.77,8.76,27.46,17.05,0.582,0.319,96,58.54,4374.88,56.25,2022-03-28 to 2022-04-25,-10.97,5625.12,s3_min0.3_max1.6_tv0.04_dd1_cd1.2_cs1.5,3.0,0.3,1.6,0.04,1.0,1.2,1.5
NVDA,high_volatility_window,Detected 104-week window around the highest 52-week realized volatility.,2022-02-28,2024-02-12,risk_adjusted_candidate,21203.14,112.03,46.15,10.98,19.13,2.103,4.201,103,62.11,3596.1,64.04,2023-08-28 to 2023-09-25,-6.7,6403.9,s3_min0.3_max1.6_tv0.04_dd1_cd1.2_cs1.5,3.0,0.3,1.6,0.04,1.0,1.2,1.5
MSFT,full_available,All local history available for this ticker.,2021-06-14,2026-06-05,risk_adjusted_candidate,14769.2,47.69,8.08,31.93,21.43,0.469,0.253,153,65.29,0.0,100.0,2026-01-05 to 2026-02-02,-16.3,10000.0,s3_min0.3_max1.6_tv0.04_dd1_cd1.2_cs1.5,3.0,0.3,1.6,0.04,1.0,1.2,1.5
MSFT,major_drawdown_window,Detected window around the ticker's largest price drawdown.,2021-06-14,2023-05-01,risk_adjusted_candidate,11049.28,10.49,5.38,19.22,17.5,0.388,0.28,99,94.2,665.17,93.35,2022-08-15 to 2022-09-12,-9.51,9334.83,s3_min0.3_max1.6_tv0.04_dd1_cd1.2_cs1.5,3.0,0.3,1.6,0.04,1.0,1.2,1.5
MSFT,high_volatility_window,Detected 104-week window around the highest 52-week realized volatility.,2022-05-02,2024-04-15,risk_adjusted_candidate,13039.48,30.39,14.34,6.57,11.4,1.244,2.182,103,92.1,504.51,94.95,2024-03-18 to 2024-04-15,-6.57,9495.49,s3_min0.3_max1.6_tv0.04_dd1_cd1.2_cs1.5,3.0,0.3,1.6,0.04,1.0,1.2,1.5
AAPL,full_available,All local history available for this ticker.,2021-06-14,2026-06-05,risk_adjusted_candidate,20058.67,100.59,14.88,26.3,22.9,0.723,0.566,151,66.16,0.0,100.0,2025-03-03 to 2025-03-31,-21.2,10000.0,s3_min0.3_max1.6_tv0.04_dd1_cd1.2_cs1.5,3.0,0.3,1.6,0.04,1.0,1.2,1.5
AAPL,major_drawdown_window,Detected window around the ticker's largest price drawdown.,2021-06-14,2023-07-03,risk_adjusted_candidate,12444.6,24.45,11.1,18.09,16.31,0.733,0.614,108,92.37,13.86,99.86,2022-11-28 to 2022-12-26,-9.44,9986.14,s3_min0.3_max1.6_tv0.04_dd1_cd1.2_cs1.5,3.0,0.3,1.6,0.04,1.0,1.2,1.5
AAPL,high_volatility_window,Detected 104-week window around the highest 52-week realized volatility.,2021-11-15,2023-10-30,risk_adjusted_candidate,10929.49,9.29,4.59,12.17,13.06,0.412,0.377,103,91.04,613.62,93.86,2023-08-28 to 2023-09-25,-8.41,9386.38,s3_min0.3_max1.6_tv0.04_dd1_cd1.2_cs1.5,3.0,0.3,1.6,0.04,1.0,1.2,1.5
ASML,full_available,All local history available for this ticker.,2021-06-14,2026-06-05,risk_adjusted_candidate,24320.07,143.2,19.37,44.2,30.62,0.735,0.438,188,53.14,0.0,100.0,2024-07-01 to 2024-07-29,-24.68,10000.0,s3_min0.3_max1.6_tv0.04_dd1_cd1.2_cs1.5,3.0,0.3,1.6,0.04,1.0,1.2,1.5
ASML,major_drawdown_window,Detected window around the ticker's largest price drawdown.,2021-06-14,2023-04-10,risk_adjusted_candidate,10094.65,0.95,0.51,23.13,17.03,0.113,0.022,96,66.73,3587.09,64.13,2022-08-01 to 2022-08-29,-7.9,6412.91,s3_min0.3_max1.6_tv0.04_dd1_cd1.2_cs1.5,3.0,0.3,1.6,0.04,1.0,1.2,1.5
ASML,high_volatility_window,Detected 104-week window around the highest 52-week realized volatility.,2022-01-17,2024-01-01,risk_adjusted_candidate,11125.98,11.26,5.53,15.15,14.93,0.438,0.365,103,75.39,2227.24,77.73,2023-07-10 to 2023-08-07,-7.69,7772.77,s3_min0.3_max1.6_tv0.04_dd1_cd1.2_cs1.5,3.0,0.3,1.6,0.04,1.0,1.2,1.5
KO,full_available,All local history available for this ticker.,2021-06-14,2026-06-05,risk_adjusted_candidate,13332.24,33.32,5.9,17.54,13.21,0.501,0.336,148,67.5,0.0,100.0,2024-10-14 to 2024-11-11,-12.35,10000.0,s3_min0.3_max1.6_tv0.04_dd1_cd1.2_cs1.5,3.0,0.3,1.6,0.04,1.0,1.2,1.5
KO,major_drawdown_window,Detected window around the ticker's largest price drawdown.,2021-11-15,2024-04-08,risk_adjusted_candidate,9547.45,-4.53,-1.89,16.68,9.77,-0.148,-0.113,126,79.29,0.0,100.0,2023-09-04 to 2023-10-02,-8.84,10000.0,s3_min0.3_max1.6_tv0.04_dd1_cd1.2_cs1.5,3.0,0.3,1.6,0.04,1.0,1.2,1.5
KO,high_volatility_window,Detected 104-week window around the highest 52-week realized volatility.,2021-11-15,2023-10-30,risk_adjusted_candidate,9295.32,-7.05,-3.62,16.68,9.56,-0.342,-0.217,103,96.92,7.69,99.92,2023-09-04 to 2023-10-02,-8.84,9992.31,s3_min0.3_max1.6_tv0.04_dd1_cd1.2_cs1.5,3.0,0.3,1.6,0.04,1.0,1.2,1.5
BYDDY,full_available,All local history available for this ticker.,2021-06-14,2026-06-05,risk_adjusted_candidate,11063.19,10.63,2.03,42.88,32.3,0.223,0.047,207,48.26,0.0,100.0,2025-05-19 to 2025-06-16,-18.53,10000.0,s3_min0.3_max1.6_tv0.04_dd1_cd1.2_cs1.5,3.0,0.3,1.6,0.04,1.0,1.2,1.5
BYDDY,major_drawdown_window,Detected window around the ticker's largest price drawdown.,2022-01-10,2023-05-22,risk_adjusted_candidate,9955.9,-0.44,-0.32,14.6,12.23,0.034,-0.022,72,65.18,5302.31,46.98,2022-08-01 to 2022-08-29,-7.21,4697.69,s3_min0.3_max1.6_tv0.04_dd1_cd1.2_cs1.5,3.0,0.3,1.6,0.04,1.0,1.2,1.5
BYDDY,high_volatility_window,Detected 104-week window around the highest 52-week realized volatility.,2022-01-17,2024-01-01,risk_adjusted_candidate,9172.33,-8.28,-4.27,16.43,14.89,-0.221,-0.26,103,66.59,3134.14,68.66,2023-11-13 to 2023-12-11,-11.28,6865.86,s3_min0.3_max1.6_tv0.04_dd1_cd1.2_cs1.5,3.0,0.3,1.6,0.04,1.0,1.2,1.5
NVDA,full_available,All local history available for this ticker.,2021-06-14,2026-06-05,risk_adjusted_candidate,73981.31,639.81,48.99,36.12,36.0,1.292,1.356,204,48.97,0.0,100.0,2024-07-08 to 2024-08-05,-18.95,10000.0,s3_min0.3_max1.6_tv0.04_dd1_cd1.4_cs1.1,3.0,0.3,1.6,0.04,1.0,1.4,1.1
NVDA,major_drawdown_window,Detected window around the ticker's largest price drawdown.,2021-06-14,2023-04-10,risk_adjusted_candidate,11677.31,16.77,8.76,27.46,17.05,0.582,0.319,96,58.54,4374.88,56.25,2022-03-28 to 2022-04-25,-10.97,5625.12,s3_min0.3_max1.6_tv0.04_dd1_cd1.4_cs1.1,3.0,0.3,1.6,0.04,1.0,1.4,1.1
NVDA,high_volatility_window,Detected 104-week window around the highest 52-week realized volatility.,2022-02-28,2024-02-12,risk_adjusted_candidate,21203.14,112.03,46.15,10.98,19.13,2.103,4.201,103,62.11,3596.1,64.04,2023-08-28 to 2023-09-25,-6.7,6403.9,s3_min0.3_max1.6_tv0.04_dd1_cd1.4_cs1.1,3.0,0.3,1.6,0.04,1.0,1.4,1.1
MSFT,full_available,All local history available for this ticker.,2021-06-14,2026-06-05,risk_adjusted_candidate,14769.2,47.69,8.08,31.93,21.43,0.469,0.253,153,65.29,0.0,100.0,2026-01-05 to 2026-02-02,-16.3,10000.0,s3_min0.3_max1.6_tv0.04_dd1_cd1.4_cs1.1,3.0,0.3,1.6,0.04,1.0,1.4,1.1
MSFT,major_drawdown_window,Detected window around the ticker's largest price drawdown.,2021-06-14,2023-05-01,risk_adjusted_candidate,11049.28,10.49,5.38,19.22,17.5,0.388,0.28,99,94.2,665.17,93.35,2022-08-15 to 2022-09-12,-9.51,9334.83,s3_min0.3_max1.6_tv0.04_dd1_cd1.4_cs1.1,3.0,0.3,1.6,0.04,1.0,1.4,1.1
MSFT,high_volatility_window,Detected 104-week window around the highest 52-week realized volatility.,2022-05-02,2024-04-15,risk_adjusted_candidate,13039.48,30.39,14.34,6.57,11.4,1.244,2.182,103,92.1,504.51,94.95,2024-03-18 to 2024-04-15,-6.57,9495.49,s3_min0.3_max1.6_tv0.04_dd1_cd1.4_cs1.1,3.0,0.3,1.6,0.04,1.0,1.4,1.1
AAPL,full_available,All local history available for this ticker.,2021-06-14,2026-06-05,risk_adjusted_candidate,20061.28,100.61,14.88,26.3,22.9,0.723,0.566,151,66.16,0.0,100.0,2025-03-03 to 2025-03-31,-21.2,10000.0,s3_min0.3_max1.6_tv0.04_dd1_cd1.4_cs1.1,3.0,0.3,1.6,0.04,1.0,1.4,1.1
AAPL,major_drawdown_window,Detected window around the ticker's largest price drawdown.,2021-06-14,2023-07-03,risk_adjusted_candidate,12446.22,24.46,11.11,18.1,16.32,0.733,0.614,108,92.37,13.57,99.86,2022-11-28 to 2022-12-26,-9.45,9986.43,s3_min0.3_max1.6_tv0.04_dd1_cd1.4_cs1.1,3.0,0.3,1.6,0.04,1.0,1.4,1.1
AAPL,high_volatility_window,Detected 104-week window around the highest 52-week realized volatility.,2021-11-15,2023-10-30,risk_adjusted_candidate,10929.49,9.29,4.59,12.17,13.06,0.412,0.377,103,91.04,613.62,93.86,2023-08-28 to 2023-09-25,-8.41,9386.38,s3_min0.3_max1.6_tv0.04_dd1_cd1.4_cs1.1,3.0,0.3,1.6,0.04,1.0,1.4,1.1
ASML,full_available,All local history available for this ticker.,2021-06-14,2026-06-05,risk_adjusted_candidate,24320.07,143.2,19.37,44.2,30.62,0.735,0.438,188,53.14,0.0,100.0,2024-07-01 to 2024-07-29,-24.68,10000.0,s3_min0.3_max1.6_tv0.04_dd1_cd1.4_cs1.1,3.0,0.3,1.6,0.04,1.0,1.4,1.1
ASML,major_drawdown_window,Detected window around the ticker's largest price drawdown.,2021-06-14,2023-04-10,risk_adjusted_candidate,10094.65,0.95,0.51,23.13,17.03,0.113,0.022,96,66.73,3587.09,64.13,2022-08-01 to 2022-08-29,-7.9,6412.91,s3_min0.3_max1.6_tv0.04_dd1_cd1.4_cs1.1,3.0,0.3,1.6,0.04,1.0,1.4,1.1
ASML,high_volatility_window,Detected 104-week window around the highest 52-week realized volatility.,2022-01-17,2024-01-01,risk_adjusted_candidate,11125.98,11.26,5.53,15.15,14.93,0.438,0.365,103,75.39,2227.24,77.73,2023-07-10 to 2023-08-07,-7.69,7772.77,s3_min0.3_max1.6_tv0.04_dd1_cd1.4_cs1.1,3.0,0.3,1.6,0.04,1.0,1.4,1.1
KO,full_available,All local history available for this ticker.,2021-06-14,2026-06-05,risk_adjusted_candidate,13332.24,33.32,5.9,17.54,13.21,0.501,0.336,148,67.5,0.0,100.0,2024-10-14 to 2024-11-11,-12.35,10000.0,s3_min0.3_max1.6_tv0.04_dd1_cd1.4_cs1.1,3.0,0.3,1.6,0.04,1.0,1.4,1.1
KO,major_drawdown_window,Detected window around the ticker's largest price drawdown.,2021-11-15,2024-04-08,risk_adjusted_candidate,9547.45,-4.53,-1.89,16.68,9.77,-0.148,-0.113,126,79.29,0.0,100.0,2023-09-04 to 2023-10-02,-8.84,10000.0,s3_min0.3_max1.6_tv0.04_dd1_cd1.4_cs1.1,3.0,0.3,1.6,0.04,1.0,1.4,1.1
KO,high_volatility_window,Detected 104-week window around the highest 52-week realized volatility.,2021-11-15,2023-10-30,risk_adjusted_candidate,9295.32,-7.05,-3.62,16.68,9.56,-0.342,-0.217,103,96.92,7.69,99.92,2023-09-04 to 2023-10-02,-8.84,9992.31,s3_min0.3_max1.6_tv0.04_dd1_cd1.4_cs1.1,3.0,0.3,1.6,0.04,1.0,1.4,1.1
BYDDY,full_available,All local history available for this ticker.,2021-06-14,2026-06-05,risk_adjusted_candidate,11063.19,10.63,2.03,42.88,32.3,0.223,0.047,207,48.26,0.0,100.0,2025-05-19 to 2025-06-16,-18.53,10000.0,s3_min0.3_max1.6_tv0.04_dd1_cd1.4_cs1.1,3.0,0.3,1.6,0.04,1.0,1.4,1.1
BYDDY,major_drawdown_window,Detected window around the ticker's largest price drawdown.,2022-01-10,2023-05-22,risk_adjusted_candidate,9955.9,-0.44,-0.32,14.6,12.23,0.034,-0.022,72,65.18,5302.31,46.98,2022-08-01 to 2022-08-29,-7.21,4697.69,s3_min0.3_max1.6_tv0.04_dd1_cd1.4_cs1.1,3.0,0.3,1.6,0.04,1.0,1.4,1.1
BYDDY,high_volatility_window,Detected 104-week window around the highest 52-week realized volatility.,2022-01-17,2024-01-01,risk_adjusted_candidate,9172.33,-8.28,-4.27,16.43,14.89,-0.221,-0.26,103,66.59,3134.14,68.66,2023-11-13 to 2023-12-11,-11.28,6865.86,s3_min0.3_max1.6_tv0.04_dd1_cd1.4_cs1.1,3.0,0.3,1.6,0.04,1.0,1.4,1.1
NVDA,full_available,All local history available for this ticker.,2021-06-14,2026-06-05,risk_adjusted_candidate,73981.31,639.81,48.99,36.12,36.0,1.292,1.356,204,48.97,0.0,100.0,2024-07-08 to 2024-08-05,-18.95,10000.0,s3_min0.3_max1.6_tv0.04_dd1_cd1.4_cs1.3,3.0,0.3,1.6,0.04,1.0,1.4,1.3
NVDA,major_drawdown_window,Detected window around the ticker's largest price drawdown.,2021-06-14,2023-04-10,risk_adjusted_candidate,11677.31,16.77,8.76,27.46,17.05,0.582,0.319,96,58.54,4374.88,56.25,2022-03-28 to 2022-04-25,-10.97,5625.12,s3_min0.3_max1.6_tv0.04_dd1_cd1.4_cs1.3,3.0,0.3,1.6,0.04,1.0,1.4,1.3
NVDA,high_volatility_window,Detected 104-week window around the highest 52-week realized volatility.,2022-02-28,2024-02-12,risk_adjusted_candidate,21203.14,112.03,46.15,10.98,19.13,2.103,4.201,103,62.11,3596.1,64.04,2023-08-28 to 2023-09-25,-6.7,6403.9,s3_min0.3_max1.6_tv0.04_dd1_cd1.4_cs1.3,3.0,0.3,1.6,0.04,1.0,1.4,1.3
MSFT,full_available,All local history available for this ticker.,2021-06-14,2026-06-05,risk_adjusted_candidate,14769.2,47.69,8.08,31.93,21.43,0.469,0.253,153,65.29,0.0,100.0,2026-01-05 to 2026-02-02,-16.3,10000.0,s3_min0.3_max1.6_tv0.04_dd1_cd1.4_cs1.3,3.0,0.3,1.6,0.04,1.0,1.4,1.3
MSFT,major_drawdown_window,Detected window around the ticker's largest price drawdown.,2021-06-14,2023-05-01,risk_adjusted_candidate,11049.28,10.49,5.38,19.22,17.5,0.388,0.28,99,94.2,665.17,93.35,2022-08-15 to 2022-09-12,-9.51,9334.83,s3_min0.3_max1.6_tv0.04_dd1_cd1.4_cs1.3,3.0,0.3,1.6,0.04,1.0,1.4,1.3
MSFT,high_volatility_window,Detected 104-week window around the highest 52-week realized volatility.,2022-05-02,2024-04-15,risk_adjusted_candidate,13039.48,30.39,14.34,6.57,11.4,1.244,2.182,103,92.1,504.51,94.95,2024-03-18 to 2024-04-15,-6.57,9495.49,s3_min0.3_max1.6_tv0.04_dd1_cd1.4_cs1.3,3.0,0.3,1.6,0.04,1.0,1.4,1.3
AAPL,full_available,All local history available for this ticker.,2021-06-14,2026-06-05,risk_adjusted_candidate,20061.28,100.61,14.88,26.3,22.9,0.723,0.566,151,66.16,0.0,100.0,2025-03-03 to 2025-03-31,-21.2,10000.0,s3_min0.3_max1.6_tv0.04_dd1_cd1.4_cs1.3,3.0,0.3,1.6,0.04,1.0,1.4,1.3
AAPL,major_drawdown_window,Detected window around the ticker's largest price drawdown.,2021-06-14,2023-07-03,risk_adjusted_candidate,12446.22,24.46,11.11,18.1,16.32,0.733,0.614,108,92.37,13.57,99.86,2022-11-28 to 2022-12-26,-9.45,9986.43,s3_min0.3_max1.6_tv0.04_dd1_cd1.4_cs1.3,3.0,0.3,1.6,0.04,1.0,1.4,1.3
AAPL,high_volatility_window,Detected 104-week window around the highest 52-week realized volatility.,2021-11-15,2023-10-30,risk_adjusted_candidate,10929.49,9.29,4.59,12.17,13.06,0.412,0.377,103,91.04,613.62,93.86,2023-08-28 to 2023-09-25,-8.41,9386.38,s3_min0.3_max1.6_tv0.04_dd1_cd1.4_cs1.3,3.0,0.3,1.6,0.04,1.0,1.4,1.3
ASML,full_available,All local history available for this ticker.,2021-06-14,2026-06-05,risk_adjusted_candidate,24320.07,143.2,19.37,44.2,30.62,0.735,0.438,188,53.14,0.0,100.0,2024-07-01 to 2024-07-29,-24.68,10000.0,s3_min0.3_max1.6_tv0.04_dd1_cd1.4_cs1.3,3.0,0.3,1.6,0.04,1.0,1.4,1.3
ASML,major_drawdown_window,Detected window around the ticker's largest price drawdown.,2021-06-14,2023-04-10,risk_adjusted_candidate,10094.65,0.95,0.51,23.13,17.03,0.113,0.022,96,66.73,3587.09,64.13,2022-08-01 to 2022-08-29,-7.9,6412.91,s3_min0.3_max1.6_tv0.04_dd1_cd1.4_cs1.3,3.0,0.3,1.6,0.04,1.0,1.4,1.3
ASML,high_volatility_window,Detected 104-week window around the highest 52-week realized volatility.,2022-01-17,2024-01-01,risk_adjusted_candidate,11125.98,11.26,5.53,15.15,14.93,0.438,0.365,103,75.39,2227.24,77.73,2023-07-10 to 2023-08-07,-7.69,7772.77,s3_min0.3_max1.6_tv0.04_dd1_cd1.4_cs1.3,3.0,0.3,1.6,0.04,1.0,1.4,1.3
KO,full_available,All local history available for this ticker.,2021-06-14,2026-06-05,risk_adjusted_candidate,13332.24,33.32,5.9,17.54,13.21,0.501,0.336,148,67.5,0.0,100.0,2024-10-14 to 2024-11-11,-12.35,10000.0,s3_min0.3_max1.6_tv0.04_dd1_cd1.4_cs1.3,3.0,0.3,1.6,0.04,1.0,1.4,1.3
KO,major_drawdown_window,Detected window around the ticker's largest price drawdown.,2021-11-15,2024-04-08,risk_adjusted_candidate,9547.45,-4.53,-1.89,16.68,9.77,-0.148,-0.113,126,79.29,0.0,100.0,2023-09-04 to 2023-10-02,-8.84,10000.0,s3_min0.3_max1.6_tv0.04_dd1_cd1.4_cs1.3,3.0,0.3,1.6,0.04,1.0,1.4,1.3
KO,high_volatility_window,Detected 104-week window around the highest 52-week realized volatility.,2021-11-15,2023-10-30,risk_adjusted_candidate,9295.32,-7.05,-3.62,16.68,9.56,-0.342,-0.217,103,96.92,7.69,99.92,2023-09-04 to 2023-10-02,-8.84,9992.31,s3_min0.3_max1.6_tv0.04_dd1_cd1.4_cs1.3,3.0,0.3,1.6,0.04,1.0,1.4,1.3
BYDDY,full_available,All local history available for this ticker.,2021-06-14,2026-06-05,risk_adjusted_candidate,11063.19,10.63,2.03,42.88,32.3,0.223,0.047,207,48.26,0.0,100.0,2025-05-19 to 2025-06-16,-18.53,10000.0,s3_min0.3_max1.6_tv0.04_dd1_cd1.4_cs1.3,3.0,0.3,1.6,0.04,1.0,1.4,1.3
BYDDY,major_drawdown_window,Detected window around the ticker's largest price drawdown.,2022-01-10,2023-05-22,risk_adjusted_candidate,9955.9,-0.44,-0.32,14.6,12.23,0.034,-0.022,72,65.18,5302.31,46.98,2022-08-01 to 2022-08-29,-7.21,4697.69,s3_min0.3_max1.6_tv0.04_dd1_cd1.4_cs1.3,3.0,0.3,1.6,0.04,1.0,1.4,1.3
BYDDY,high_volatility_window,Detected 104-week window around the highest 52-week realized volatility.,2022-01-17,2024-01-01,risk_adjusted_candidate,9172.33,-8.28,-4.27,16.43,14.89,-0.221,-0.26,103,66.59,3134.14,68.66,2023-11-13 to 2023-12-11,-11.28,6865.86,s3_min0.3_max1.6_tv0.04_dd1_cd1.4_cs1.3,3.0,0.3,1.6,0.04,1.0,1.4,1.3
NVDA,full_available,All local history available for this ticker.,2021-06-14,2026-06-05,risk_adjusted_candidate,73981.31,639.81,48.99,36.12,36.0,1.292,1.356,204,48.97,0.0,100.0,2024-07-08 to 2024-08-05,-18.95,10000.0,s3_min0.3_max1.6_tv0.04_dd1_cd1.4_cs1.5,3.0,0.3,1.6,0.04,1.0,1.4,1.5
NVDA,major_drawdown_window,Detected window around the ticker's largest price drawdown.,2021-06-14,2023-04-10,risk_adjusted_candidate,11677.31,16.77,8.76,27.46,17.05,0.582,0.319,96,58.54,4374.88,56.25,2022-03-28 to 2022-04-25,-10.97,5625.12,s3_min0.3_max1.6_tv0.04_dd1_cd1.4_cs1.5,3.0,0.3,1.6,0.04,1.0,1.4,1.5
